time,states.V1,states.V2,states.V3,states.V4,states.V5,states.V6,states.V7,states.V8,states.V9,states.V10,states.V11,states.V12,states.V13,states.V14,states.V15,states.V16,states.V17
1561910589,ab1644,UAL2140 ,United States,1561910589,1561910589,-86.3899,41.5315,9136.38,FALSE,231.04,271.28,0,,9639.3,3372,FALSE,0
1561910589,ac96b8,AAL140  ,United States,1561910589,1561910589,-84.0549,42.9371,8534.4,FALSE,241.33,262.41,0,,8945.88,1402,FALSE,0
1561910589,a2e5ec,SKW3555 ,United States,1561910589,1561910589,-70.8962,41.6873,6888.48,FALSE,180.8,214.68,9.1,,6987.54,1407,FALSE,0
1561910589,aa56da,UAL1106 ,United States,1561910589,1561910589,-118.4427,33.5211,2514.6,FALSE,137.42,91.72,-7.48,,2506.98,3637,FALSE,0
1561910589,88044e,AIQ3206 ,Thailand,1561910589,1561910589,100.6352,14.3563,2011.68,FALSE,150.33,168.15,-8.78,,2133.6,4530,FALSE,0
1561910589,ade18c,AAL323  ,United States,1561910588,1561910589,-94.8807,33.3606,8237.22,FALSE,239.1,69.73,6.18,,8694.42,2225,FALSE,0
1561910589,abd9d9,SWA4080 ,United States,1561910503,1561910583,-80.7521,32.531,11087.1,FALSE,241.21,39.46,5.2,,11635.74,,FALSE,0
1561910589,318d24,"",Italy,,1561910503,,,,FALSE,6.69,278,,,,,FALSE,0
1561910589,880458,AIQ9901 ,Thailand,1561910589,1561910589,100.7551,15.2259,9448.8,FALSE,243.66,80.4,0.33,,10111.74,0724,FALSE,0
1561910589,880456,AIQ170  ,Thailand,1561910562,1561910574,99.5694,13.7265,5875.02,FALSE,204.76,243.11,6.83,,6233.16,0712,FALSE,0
1561910589,4b1803,SWR264G ,Switzerland,1561910589,1561910589,15.4294,41.3591,11269.98,FALSE,236.88,125.9,-0.33,,11871.96,0465,FALSE,0
1561910589,aa56d8,UAL976  ,United States,1561910589,1561910589,-106.0753,39.8296,7940.04,FALSE,214.35,263.52,8.13,,8427.72,6534,FALSE,0
1561910589,4b1804,SWR1085 ,Switzerland,1561910589,1561910589,8.2788,48.9489,7490.46,FALSE,206.15,195.04,7.8,,7947.66,1000,FALSE,0
1561910589,4b1805,SWR182C ,Switzerland,1561910589,1561910589,10.6449,44.9424,11574.78,FALSE,233.1,291.36,-0.33,,12192,2034,FALSE,0
1561910589,4b1806,SWR202A ,Switzerland,1561910589,1561910589,8.7047,45.5585,11414.76,FALSE,233.46,11.31,-5.2,,12039.6,1000,FALSE,0
1561910589,4b1807,SWR982  ,Switzerland,1561910589,1561910589,8.5612,47.454,,TRUE,0,185,,,,1000,FALSE,0
1561910589,a4b20a,KAP291  ,United States,1561910589,1561910589,-70.2467,41.3375,975.36,FALSE,101.88,159.92,-1.95,,891.54,0325,FALSE,0
1561910589,4b1808,SWR1174 ,Switzerland,1561910588,1561910588,8.5559,47.456,,TRUE,0,5,,,,3034,FALSE,0
1561910589,4b1809,SWR91C  ,Switzerland,1561910575,1561910585,8.5569,47.4518,388.62,TRUE,0,185,,,,2000,FALSE,0
1561910589,aa56d5,UAL751  ,United States,1561910589,1561910589,-96.743,41.041,10668,FALSE,239.18,80.09,0,,11262.36,,FALSE,0
1561910589,4b1802,SWR36A  ,Switzerland,1561910589,1561910589,8.5699,47.4557,,TRUE,1.54,67,,,,1371,FALSE,0
1561910589,a2cbc9,N28BP   ,United States,1561910476,1561910482,-112.6075,37.9969,6400.8,FALSE,127.83,100.9,0,,6781.8,,FALSE,0
1561910589,a3b88e,AAL2225 ,United States,1561910588,1561910589,-106.0395,34.2259,10363.2,FALSE,236.29,276.88,0,,10995.66,2202,FALSE,0
1561910589,aa9f3f,SWA5429 ,United States,1561910588,1561910589,-115.7828,33.8412,10058.4,FALSE,234.68,105.77,-0.33,,10599.42,2474,FALSE,0
1561910589,a425d0,N3868R  ,United States,1561910350,1561910387,-76.733,37.9669,998.22,FALSE,57.53,207.71,0.33,,975.36,4616,FALSE,0
1561910589,00b22b,SAA353  ,South Africa,1561910589,1561910589,18.6868,-34.1761,929.64,FALSE,97.27,261.48,1.3,,914.4,5655,FALSE,0
1561910589,a65eca,N50975  ,United States,1561910465,1561910465,-121.6063,37.0984,190.5,FALSE,36.77,162.07,-1.95,,190.5,,FALSE,0
1561910589,00b22c,SAA161  ,South Africa,1561910589,1561910589,28.8042,-25.1789,8290.56,FALSE,232.25,191.11,-13.98,,8816.34,4310,FALSE,0
1561910589,a36898,DAL2610 ,United States,1561910342,1561910389,-94.9911,43.9712,7467.6,FALSE,228.11,232.98,1.63,,7894.32,3653,FALSE,0
1561910589,a36880,N319CP  ,United States,,1561910585,,,10431.78,FALSE,0,227,,,,2222,TRUE,0
1561910589,ace6b3,ASH5962 ,United States,1561910589,1561910589,-111.1819,34.3354,10972.8,FALSE,224.73,266.46,0.33,,10965.18,2504,FALSE,0
1561910589,a4b21b,UAL817  ,United States,1561910583,1561910588,-88.3665,34.9552,11277.6,FALSE,226.45,62.1,0,,11887.2,,FALSE,0
1561910589,ad19f2,SKW5795 ,United States,1561910589,1561910589,-86.6662,41.4339,6118.86,FALSE,206.63,289.34,-11.7,,6431.28,6241,FALSE,0
1561910589,ac8ff4,N9085J  ,United States,1561910589,1561910589,-121.8123,37.4192,982.98,FALSE,44.27,358,1.63,,1013.46,0357,FALSE,0
1561910589,a71e53,NDU58P  ,United States,1561910589,1561910589,-112.4626,34.7226,2171.7,FALSE,45.92,347.05,2.28,,2263.14,1200,FALSE,0
1561910589,a34e63,N312BL  ,United States,1561910430,1561910483,-79.7787,34.3228,6804.66,FALSE,164.56,120.01,-4.88,,7886.7,2564,FALSE,0
1561910589,a950ff,N7MR    ,United States,1561910563,1561910589,-94.89,36.415,7330.44,FALSE,231.68,280.36,14.31,,7658.1,0764,FALSE,0
1561910589,a7ceb2,PDT4964 ,United States,1561910510,1561910563,-80.8221,36.2038,6324.6,FALSE,181.92,9.28,5.53,,6606.54,2263,FALSE,0
1561910589,a7e8bf,ASA48   ,United States,1561910589,1561910589,-151.7791,59.2822,11582.4,FALSE,232.58,12.13,0,,11963.4,4647,FALSE,0
1561910589,c01aa7,ACA164  ,Canada,1561910589,1561910589,-107.4199,52.3291,10675.62,FALSE,260.3,108.79,0.33,,10774.68,1372,FALSE,0
1561910589,aaa6dd,AAL21   ,United States,1561910587,1561910589,-64.189,49.1576,10668,FALSE,235.91,250.77,0,,10789.92,0733,FALSE,0
1561910589,aaa6dc,N786AM  ,United States,1561909136,1561910589,-117.012,33.5329,1463.04,FALSE,56.62,208.19,0.33,,1653.54,1200,FALSE,0
1561910589,ad9cb2,N9763B  ,United States,1561910585,1561910587,-97.2868,33.303,396.24,FALSE,72.24,307.77,-2.28,,403.86,1200,FALSE,0
1561910589,aa56b6,"",United States,1561910552,1561910582,-81.2459,25.8642,11277.6,FALSE,239.25,359.01,0,,,,FALSE,0
1561910589,a46e40,DAL3052 ,United States,1561910532,1561910535,-111.7277,36.3122,10668,FALSE,256.39,31.04,0,,11277.6,7664,FALSE,0
1561910589,adffa2,"",United States,1561910585,1561910589,-96.6411,33.6973,,TRUE,244.37,37.47,9.75,,,4613,FALSE,0
1561910589,aa56b3,UAL785  ,United States,1561910589,1561910589,-87.4009,41.7003,3101.34,FALSE,148.13,316.83,-5.53,,3284.22,3423,FALSE,0
1561910589,a6c8cd,XOJ536  ,United States,1561910589,1561910589,-74.1687,40.9632,952.5,FALSE,115.86,55.67,0,,899.16,0544,FALSE,0
1561910589,4952c3,TAP871C ,Portugal,1561910589,1561910589,-7.1329,39.2548,9852.66,FALSE,200.39,243.3,-10.08,,10386.06,4025,FALSE,0
1561910589,ad5628,DAL2573 ,United States,1561910589,1561910589,-86.5539,41.1278,3185.16,FALSE,177.56,311.12,-4.88,,3368.04,7065,FALSE,0
1561910589,a1c5e0,CPZ6067 ,United States,1561910589,1561910589,-118.6508,34.0296,2811.78,FALSE,154.39,108.25,-9.1,,2948.94,1773,FALSE,0
1561910589,a1b2b0,N2084S  ,United States,1561910586,1561910589,-121.3947,48.1035,2232.66,FALSE,77.68,113,0,,2293.62,1200,FALSE,0
1561910589,4952c5,TAP824W ,Portugal,1561910589,1561910589,-9.0663,38.8597,1203.96,FALSE,130.23,45.32,13.66,,1325.88,2252,FALSE,0
1561910589,a3a57d,SJJ334  ,United States,1561910589,1561910589,-90.1218,39.0191,2682.24,FALSE,156.27,214.95,-6.83,,2880.36,3326,FALSE,0
1561910589,a6b5b8,N531SD  ,United States,1561910501,1561910565,-89.7533,39.021,914.4,FALSE,91.41,65.74,-2.6,,998.22,1200,FALSE,0
1561910589,a46e35,DAL843  ,United States,1561910589,1561910589,-76.2021,37.4694,11277.6,FALSE,231.72,44.73,0,,11780.52,2455,FALSE,0
1561910589,3945f7,CCM721T ,France,1561910589,1561910589,2.5187,43.5776,4587.24,FALSE,69.45,143,,,,1000,FALSE,0
1561910589,4b180a,SWR144U ,Switzerland,1561910589,1561910589,8.4963,47.4124,1905,FALSE,110.7,92.4,5.85,,2103.12,3026,FALSE,0
1561910589,3c6669,DLH694  ,Germany,1561910430,1561910442,32.8931,33.1601,9624.06,FALSE,257.19,121.34,-10.4,,10279.38,5260,FALSE,0
1561910589,ab0351,ENY4162 ,United States,1561910589,1561910589,-97.0089,33.0463,967.74,FALSE,105.46,180.28,-5.53,,1028.7,1152,FALSE,0
1561910589,3c6668,DLH690  ,Germany,1561910588,1561910588,8.5798,50.0491,,TRUE,0,11,,,,2000,FALSE,0
1561910589,44028c,EJU32HX ,Austria,1561910589,1561910589,5.5548,42.2781,10972.8,FALSE,234.84,38.95,0,,11612.88,5342,FALSE,0
1561910589,adeca5,AAL1326 ,United States,1561910589,1561910589,-97.8467,31.9796,7010.4,FALSE,226,25.05,0,,7391.4,4023,FALSE,0
1561910589,a2228b,ASA349  ,United States,1561910563,1561910589,-92.0863,42.6648,8534.4,FALSE,221.09,284,0,,9014.46,2073,FALSE,0
1561910589,a03d04,N114WA  ,United States,1561910589,1561910589,-97.9557,31.0791,6096,FALSE,122.68,312.79,-0.98,,6408.42,7227,FALSE,0
1561910589,aa9f1c,SWA4149 ,United States,1561910589,1561910589,-116.8453,34.4305,5753.1,FALSE,181.55,223.97,-10.4,,5745.48,4723,FALSE,0
1561910589,acdff1,DAL1895 ,United States,1561910589,1561910589,-80.821,35.711,9448.8,FALSE,238.51,53.77,0.33,,9951.72,2533,FALSE,0
1561910589,a90383,DAL727  ,United States,1561910577,1561910578,-80.6661,26.07,11887.2,FALSE,239.01,170.33,-0.33,,12595.86,0727,FALSE,0
1561910589,abacd2,UAL1829 ,United States,1561910589,1561910589,-105.4945,41.1411,9258.3,FALSE,235.25,319.17,6.83,,9799.32,2732,FALSE,0
1561910589,3c664f,DLH6VC  ,Germany,1561910588,1561910589,-4.8538,53.7442,5859.78,FALSE,141.68,273.12,-6.83,,5951.22,2570,FALSE,0
1561910589,3c664e,DLH1WF  ,Germany,1561910588,1561910589,11.5247,44.3471,10668,FALSE,240,159.16,0,,11239.5,1000,FALSE,0
1561910589,3c664d,DLH47Y  ,Germany,1561910589,1561910589,7.7859,49.765,4975.86,FALSE,191.89,269.69,9.43,,5280.66,0617,FALSE,0
1561910589,ae13a4,MAFIA99 ,United States,1561910589,1561910589,-97.1096,35.3623,5615.94,FALSE,111.9,79.67,5.85,,5951.22,2233,FALSE,0
1561910589,3c6664,DLH2FT  ,Germany,1561910423,1561910541,15.6481,44.3186,6484.62,FALSE,220.11,166.48,-12.35,,6789.42,6426,FALSE,0
1561910589,3c6663,DLH88P  ,Germany,1561910589,1561910589,8.5322,49.7175,2773.68,FALSE,147.18,185.01,11.7,,2926.08,2557,FALSE,0
1561910589,ab0361,"",United States,,1561910343,,,,TRUE,1.03,163,,,,2605,FALSE,0
1561910589,7101ef,HZXY7   ,Saudi Arabia,1561910589,1561910589,13.342,52.319,1607.82,FALSE,101.98,173.63,4.55,,1676.4,1000,FALSE,0
1561910589,3c6678,DLH830  ,Germany,1561910589,1561910589,12.5362,55.2215,3009.9,FALSE,196.63,9.49,-6.83,,3101.34,3734,FALSE,0
1561910589,a2d2eb,ENY4189 ,United States,1561910589,1561910589,-106.375,34.9897,10363.2,FALSE,230.49,278.6,0.33,,10995.66,2361,FALSE,0
1561910589,3c666a,DLH4KA  ,Germany,1561910528,1561910528,8.5701,50.0476,,TRUE,0,205,,,,5346,FALSE,0
1561910589,ac96fb,DAL2399 ,United States,1561910589,1561910589,-84.1071,33.7946,4960.62,FALSE,220.02,95.1,11.38,,5227.32,3314,FALSE,0
1561910589,00b203,"",South Africa,,1561910366,,,-22.86,TRUE,10.8,194,,,,,FALSE,0
1561910589,4952a1,TAP223  ,Portugal,1561910589,1561910589,-64.1274,32.8497,12192,FALSE,239.4,226.04,0,,12725.4,,FALSE,0
1561910589,3c666e,DLH1293 ,Germany,1561910587,1561910589,27.1876,38.1562,9745.98,FALSE,235.83,318.63,0,,10165.08,5660,FALSE,0
1561910589,4952a4,TAP029  ,Portugal,1561910589,1561910589,-9.6717,37.9219,7543.8,FALSE,216.89,216.71,6.5,,7985.76,3355,FALSE,0
1561910589,4952a6,TAP237  ,Portugal,1561910589,1561910589,-77.0514,45.322,11582.4,FALSE,241.06,255.67,0.33,,11841.48,2440,FALSE,0
1561910589,c0228f,CFNCG   ,Canada,1561910589,1561910589,-121.8691,49.1652,10850.88,FALSE,221.48,82.66,10.08,,10995.66,7021,FALSE,0
1561910589,abf002,EDV5376 ,United States,1561910589,1561910589,-84.0631,33.5083,899.16,FALSE,112.05,332.96,-3.58,,960.12,4761,FALSE,0
1561910589,a8e37c,DAL1236 ,United States,1561910589,1561910589,-107.55,36.8972,10668,FALSE,247.77,71.23,0,,11292.84,1310,FALSE,0
1561910589,48cb15,TVS4DF  ,Poland,1561910589,1561910589,16.4237,48.549,9471.66,FALSE,207.75,326.82,-3.25,,9989.82,1000,FALSE,0
1561910589,3c6672,DLH1499 ,Germany,1561910588,1561910589,-0.0511,47.3403,10363.2,FALSE,263.73,44.76,0,,10789.92,1000,FALSE,0
1561910589,3c6671,DLH22V  ,Germany,1561910589,1561910589,7.9253,48.1854,8221.98,FALSE,234.22,200.31,0,,8656.32,1000,FALSE,0
1561910589,3c6675,DLH8RW  ,Germany,1561910589,1561910589,8.4069,50.294,3680.46,FALSE,217.02,18.52,5.85,,3901.44,5021,FALSE,0
1561910589,3c6674,DLH66M  ,Germany,1561910585,1561910586,0.9263,40.3542,9692.64,FALSE,247.54,20.05,5.2,,10203.18,5530,FALSE,0
1561910589,a2226b,N2369P  ,United States,,1561910550,,,304.8,FALSE,40.52,200.05,-3.25,,403.86,1200,FALSE,0
1561910589,a963f7,FFT2354 ,United States,1561910589,1561910589,-76.0876,37.2252,8839.2,FALSE,220.04,30.64,0,,9273.54,6667,FALSE,0
1561910589,a39bfa,UAL576  ,United States,1561910589,1561910589,-90.8099,41.6808,11887.2,FALSE,222.78,84.43,0.33,,12481.56,1452,FALSE,0
1561910589,a5f834,N484HR  ,United States,1561910589,1561910589,-112.0916,40.1027,2827.02,FALSE,57.03,201.71,0,,2956.56,3140,FALSE,0
1561910589,471efa,WZZ1184 ,Hungary,1561910589,1561910589,17.0561,49.045,9144,FALSE,226.22,228.04,0,,9654.54,6025,FALSE,0
1561910589,3c667a,DLH84M  ,Germany,1561910589,1561910589,8.5754,47.899,10363.2,FALSE,255.11,43.28,0,,10850.88,5346,FALSE,0
1561910589,a3a538,FFT1735 ,United States,1561910589,1561910589,-122.0569,37.5171,1493.52,FALSE,118.17,291.99,-1.95,,1569.72,4037,FALSE,0
1561910589,a39bfe,N33107  ,United States,1561910588,1561910589,-82.2174,28.7777,1645.92,FALSE,55.89,158.39,-4.88,,1744.98,2677,FALSE,0
1561910589,471eff,WZZ1CF  ,Hungary,1561910416,1561910417,12.2506,41.8721,114.3,FALSE,77.61,162.65,-3.58,,228.6,1000,FALSE,0
1561910589,471efc,WZZ378  ,Hungary,1561910589,1561910589,20.3306,51.4105,6926.58,FALSE,200.02,216.63,7.48,,7315.2,1341,FALSE,0
